party,seats,sq_cabinet,sq_pm,election_year,banzhaf,shapley,splus,country,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_name_english,country_id,election_id,seats_share,enpp,mingov,bicameral,miw_proportion,cabinet_proportion,seats_proportion,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13
AGL-GR,6,0,0,1987,0.02919708,0.026984127,0.026223799,BEL,Martens VIII,0,0,0,2.8282222,4.5,0,26,Agalev -- Groen,64,191,2.8301888,7.1317043,0,1,0.028301887,0,0.028301887,0,1,0,0,0,0,0,0,0,0,0,0,0
VB,2,0,0,1987,0.008211679,0.007539683,0.008803835,BEL,Martens VIII,0,0,0,9.7272223,9.8,0,26,Flemish Block,64,191,0.94339621,7.1317043,0,1,0.009433962,0,0.009433962,0,1,0,0,0,0,0,0,0,0,0,0,0
FDF,3,0,0,1987,0.012773723,0.011507937,0.012807283,BEL,Martens VIII,0,0,0,6.1259259,5.6,0,26,Francophone Democratic Front,64,191,1.4150944,7.1317043,0,1,0.014150944,0,0.014150944,0,1,0,0,0,0,0,0,0,0,0,0,0
VU,16,0,0,1987,0.075729929,0.072619051,0.071916133,BEL,Martens VIII,0,1,0,6.4292222,6.8,3,26,People's Union,64,191,7.5471697,7.1317043,0,1,0.075471699,0.11538462,0.075471699,0,1,0,0,0,0,0,0,0,0,0,0,0
PRL,23,1,0,1987,0.10766423,0.10714286,0.10475884,BEL,Martens VIII,0,0,0,6.8551111,7.6,0,26,Liberal Reformist Party,64,191,10.849056,7.1317043,0,1,0.10849056,0,0.10849056,0,1,0,0,0,0,0,0,0,0,0,0,0
PVV,25,1,0,1987,0.11587591,0.11666667,0.11539052,BEL,Martens VIII,0,0,0,6.9802778,7.8,0,26,Party of Liberty and Progress,64,191,11.792453,7.1317043,0,1,0.11792453,0,0.11792453,0,1,0,0,0,0,0,0,0,0,0,0,0
PSC,19,1,0,1987,0.08576642,0.08293651,0.083090372,BEL,Martens VIII,0,1,0,5.5811111,6.3,4,26,Francophone Christian Social Party,64,191,8.9622641,7.1317043,0,1,0.089622639,0.15384616,0.089622639,0,1,0,0,0,0,0,0,0,0,0,0,0
PS,40,0,0,1987,0.19890511,0.20476191,0.20239609,BEL,Martens VIII,0,1,0,3.1588889,2.5,8,26,Francophone Socialist Party,64,191,18.867924,7.1317043,0,1,0.18867925,0.30769232,0.18867925,0,1,0,0,0,0,0,0,0,0,0,0,0
ECOLO,3,0,0,1987,0.012773723,0.011507937,0.012715666,BEL,Martens VIII,0,0,0,2.9113333,4.5,0,26,Confederated ecologists for the organisation of original struggles,64,191,1.4150944,7.1317043,0,1,0.014150944,0,0.014150944,0,1,0,0,0,0,0,0,0,0,0,0,0
CDU/CSU,239,1,1,2009,0.5,0.5,0.49957505,DEU,Merkel II,0,1,1,6.1757778,6.7,11,17,Christian Democratic Union,54,93,31.189711,4.8344789,0,1,0.40000001,0.64705884,0.38424438,0,0,1,0,0,0,0,0,0,0,0,0,0
FDP,93,0,0,2009,0.16666667,0.16666667,0.16694164,DEU,Merkel II,0,1,0,5.8064444,5.1,6,17,Free Democratic Party,54,93,14.951769,4.8344789,0,1,0.2,0.35294119,0.14951769,0,0,1,0,0,0,0,0,0,0,0,0,0
SPD,146,1,0,2009,0.16666667,0.16666667,0.16694997,DEU,Merkel II,0,0,0,3.5988889,3.3,0,17,Social Democratic Party of Germany,54,93,23.47267,4.8344789,0,1,0.2,0,0.23472668,0,0,1,0,0,0,0,0,0,0,0,0,0
GRUE,68,0,0,2009,0,0,0.036313035,DEU,Merkel II,0,0,0,2.8744444,2.8,0,17,Alliance 90 / Greens,54,93,10.932476,4.8344789,0,1,0,0,0.10932476,0,0,1,0,0,0,0,0,0,0,0,0,0
LINKE,76,0,0,2009,0.16666667,0.16666667,0.13022031,DEU,Merkel II,0,0,0,1.1830556,,0,17,The Left,54,93,12.21865,4.8344789,0,1,0.2,0,0.1221865,0,0,1,0,0,0,0,0,0,0,0,0,0
M,97,0,0,2006,0.14814815,0.17142858,0.1777558,SWE,Reinfeldt I,0,1,1,7.7642222,7.7,11,22,Moderate Party,35,629,27.793695,4.1492419,0,0,0.17391305,0.5,0.27793697,0,0,0,0,0,0,0,0,0,0,0,0,1
FP,28,0,0,2006,0.11111111,0.10476191,0.098650374,SWE,Reinfeldt I,0,1,0,6.1551111,5.5,4,22,Liberals,35,629,8.0229225,4.1492419,0,0,0.13043478,0.18181819,0.080229223,0,0,0,0,0,0,0,0,0,0,0,0,1
KD,24,0,0,2006,0.074074075,0.071428575,0.075945973,SWE,Reinfeldt I,0,1,0,7.0141667,,3,22,Christian Democrats,35,629,6.876791,4.1492419,0,0,0.086956523,0.13636364,0.068767905,0,0,0,0,0,0,0,0,0,0,0,0,1
C,29,0,0,2006,0.11111111,0.10476191,0.10283662,SWE,Reinfeldt I,0,1,0,5.7886666,5.9,4,22,Centre Party,35,629,8.3094559,4.1492419,0,0,0.13043478,0.18181819,0.083094552,0,0,0,0,0,0,0,0,0,0,0,0,1
V,22,0,0,2006,0.074074075,0.071428575,0.067726798,SWE,Reinfeldt I,0,0,0,1.5791111,1.2,0,22,Left Party (Communists),35,629,6.3037248,4.1492419,0,0,0.086956523,0,0.063037246,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP,130,1,1,2006,0.44444445,0.43809524,0.42965895,SWE,Reinfeldt I,0,0,0,3.3653333,2.9,0,22,Social Democrats,35,629,37.249283,4.1492419,0,0,0.34782609,0,0.37249285,0,0,0,0,0,0,0,0,0,0,0,0,1
MP,19,0,0,2006,0.037037037,0.03809524,0.047425497,SWE,Reinfeldt I,0,0,0,3.3733334,,0,22,Greens,35,629,5.4441261,4.1492419,0,0,0.043478262,0,0.054441262,0,0,0,0,0,0,0,0,0,0,0,0,1
KRF,4,0,0,2001,0.02542373,0.02142857,0.02060782,DNK,Rasmussen F I,0,0,0,5.8095237,6.2,0,18,Christian People's Party,21,632,2.2346368,4.6754708,1,0,0.030303031,0,0.022857143,0,0,0,1,0,0,0,0,0,0,0,0,0
KF,16,0,0,2001,0.11016949,0.10238095,0.09256658,DNK,Rasmussen F I,0,1,0,7.1683492,7.3,6,18,Conservatives,21,632,8.9385471,4.6754708,1,0,0.12121212,0.33333334,0.09142857,0,0,0,1,0,0,0,0,0,0,0,0,0
ENH,4,0,0,2001,0.02542373,0.02142857,0.020234762,DNK,Rasmussen F I,0,0,0,1,,0,18,Red-Green Alliance,21,632,2.2346368,4.6754708,1,0,0.030303031,0,0.022857143,0,0,0,1,0,0,0,0,0,0,0,0,0
DF,22,0,0,2001,0.16101696,0.15000001,0.1584819,DNK,Rasmussen F I,0,0,0,8.4590475,,0,18,Danish Peoples Party,21,632,12.290503,4.6754708,1,0,0.15151516,0,0.12571429,0,0,0,1,0,0,0,0,0,0,0,0,0
V,56,0,0,2001,0.29661018,0.31666666,0.31731221,DNK,Rasmussen F I,0,1,1,7.2685714,6.7,12,18,Liberal Party of Denmark,21,632,31.284916,4.6754708,1,0,0.27272728,0.66666669,0.31999999,0,0,0,1,0,0,0,0,0,0,0,0,0
SF,12,0,0,2001,0.093220338,0.083333336,0.073819645,DNK,Rasmussen F I,0,0,0,2.1851429,1.9,0,18,Socialist Peoples Party,21,632,6.7039108,4.6754708,1,0,0.090909094,0,0.068571426,0,0,0,1,0,0,0,0,0,0,0,0,0
RV,9,1,0,2001,0.042372882,0.035714287,0.04604242,DNK,Rasmussen F I,0,0,0,4.9697778,4.8,0,18,Danish Social-Liberal Party,21,632,5.0279331,4.6754708,1,0,0.060606062,0,0.051428571,0,0,0,1,0,0,0,0,0,0,0,0,0
SD,52,1,1,2001,0.24576271,0.26904762,0.2709347,DNK,Rasmussen F I,0,0,0,3.8689841,3.8,0,18,Social Democrats,21,632,29.05028,4.6754708,1,0,0.24242425,0,0.29714286,0,0,0,1,0,0,0,0,0,0,0,0,0
C,18,0,0,1998,0.054545455,0.052380953,0.037457682,SWE,Persson II,0,0,0,5.7886666,5.9,0,22,Centre Party,35,33,5.1575933,4.293757,1,0,0.06666667,0,0.051575933,0,0,0,0,0,0,0,0,0,0,0,0,1
MP,16,0,0,1998,0.054545455,0.052380953,0.037114386,SWE,Persson II,0,0,0,3.3733334,,0,22,Greens,35,33,4.584527,4.293757,1,0,0.06666667,0,0.045845274,0,0,0,0,0,0,0,0,0,0,0,0,1
V,43,0,0,1998,0.12727273,0.11904762,0.13353308,SWE,Persson II,0,0,0,1.5791111,1.2,0,22,Left Party (Communists),35,33,12.320917,4.293757,1,0,0.13333334,0,0.12320917,0,0,0,0,0,0,0,0,0,0,0,0,1
M,82,0,0,1998,0.16363636,0.18571429,0.17093934,SWE,Persson II,0,0,0,7.7642222,7.7,0,22,Moderate Party,35,33,23.495703,4.293757,1,0,0.2,0,0.23495702,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP,131,1,1,1998,0.41818181,0.41904762,0.45643079,SWE,Persson II,0,1,1,3.3653333,2.9,22,22,Social Democrats,35,33,37.535816,4.293757,1,0,0.33333334,1,0.37535816,0,0,0,0,0,0,0,0,0,0,0,0,1
KD,42,0,0,1998,0.12727273,0.11904762,0.12720537,SWE,Persson II,0,0,0,7.0141667,,0,22,Christian Democrats,35,33,12.034384,4.293757,1,0,0.13333334,0,0.12034384,0,0,0,0,0,0,0,0,0,0,0,0,1
FP,17,0,0,1998,0.054545455,0.052380953,0.037319362,SWE,Persson II,0,0,0,6.1551111,5.5,0,22,Liberals,35,33,4.8710604,4.293757,1,0,0.06666667,0,0.048710603,0,0,0,0,0,0,0,0,0,0,0,0,1
GRUENE,10,0,0,1990,0,0,0.049170084,AUT,Vranitzky III,0,0,0,2.4916667,,0,16,The Greens -- The Green Alternative,59,325,5.4644809,2.9930289,0,1,0,0,0.054644808,1,0,0,0,0,0,0,0,0,0,0,0,0
FPO,33,0,0,1990,0.33333334,0.33333334,0.28412992,AUT,Vranitzky III,0,0,0,8.2955556,6.8,0,16,Freedom Party of Austria,59,325,18.032787,2.9930289,0,1,0.33333334,0,0.18032786,1,0,0,0,0,0,0,0,0,0,0,0,0
SPO,80,1,1,1990,0.33333334,0.33333334,0.38257009,AUT,Vranitzky III,0,1,1,3.6593333,3,7,16,Social Democratic Party of Austria,59,325,43.715847,2.9930289,0,1,0.33333334,0.46666667,0.43715847,1,0,0,0,0,0,0,0,0,0,0,0,0
OVP,60,1,0,1990,0.33333334,0.33333334,0.28412992,AUT,Vranitzky III,0,1,0,6.3666666,5.8,8,16,Austrian People's Party,59,325,32.786884,2.9930289,0,1,0.33333334,0.53333336,0.32786885,1,0,0,0,0,0,0,0,0,0,0,0,0
V,22,0,0,1994,0.027027028,0.047619049,0.055695858,SWE,Carlsson IV,0,0,0,1.5791111,1.2,0,22,Left Party (Communists),35,412,6.3037248,3.5041573,1,0,0.090909094,0,0.063037246,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP,161,0,0,1994,0.83783782,0.71428573,0.69193554,SWE,Carlsson IV,0,1,1,3.3653333,2.9,22,22,Social Democrats,35,412,46.131805,3.5041573,1,0,0.45454547,1,0.46131805,0,0,0,0,0,0,0,0,0,0,0,0,1
M,80,1,1,1994,0.027027028,0.047619049,0.056565773,SWE,Carlsson IV,0,0,0,7.7642222,7.7,0,22,Moderate Party,35,412,22.922636,3.5041573,1,0,0.090909094,0,0.22922637,0,0,0,0,0,0,0,0,0,0,0,0,1
C,27,1,0,1994,0.027027028,0.047619049,0.05655244,SWE,Carlsson IV,0,0,0,5.7886666,5.9,0,22,Centre Party,35,412,7.7363896,3.5041573,1,0,0.090909094,0,0.077363893,0,0,0,0,0,0,0,0,0,0,0,0,1
FP,26,1,0,1994,0.027027028,0.047619049,0.05651911,SWE,Carlsson IV,0,0,0,6.1551111,5.5,0,22,Liberals,35,412,7.4498568,3.5041573,1,0,0.090909094,0,0.074498564,0,0,0,0,0,0,0,0,0,0,0,0,1
KD,15,1,0,1994,0.027027028,0.047619049,0.034031358,SWE,Carlsson IV,0,0,0,7.0141667,,0,22,Christian Democrats,35,412,4.2979941,3.5041573,1,0,0.090909094,0,0.042979944,0,0,0,0,0,0,0,0,0,0,0,0,1
MP,18,0,0,1994,0.027027028,0.047619049,0.048699893,SWE,Carlsson IV,0,0,0,3.3733334,,0,22,Greens,35,412,5.1575933,3.5041573,1,0,0.090909094,0,0.051575933,0,0,0,0,0,0,0,0,0,0,0,0,1
GRUE,55,1,0,2002,0.33333334,0.33333334,0.25255474,DEU,Schroeder II,0,1,0,2.8744444,2.8,3,14,Alliance 90 / Greens,54,385,9.1210613,3.376034,0,1,0.33333334,0.21428572,0.091210611,0,0,1,0,0,0,0,0,0,0,0,0,0
CDU/CSU,248,0,0,2002,0.33333334,0.33333334,0.30080825,DEU,Schroeder II,0,0,0,6.1757778,6.7,0,14,Christian Democratic Union,54,385,31.509121,3.376034,0,1,0.33333334,0,0.41127694,0,0,1,0,0,0,0,0,0,0,0,0,0
PDS,2,0,0,2002,0,0,0.016861647,DEU,Schroeder II,0,0,0,1.1830556,,0,14,Party for Democratic Socialism,54,385,0.33167496,3.376034,0,1,0,0,0.00331675,0,0,1,0,0,0,0,0,0,0,0,0,0
FDP,47,0,0,2002,0,0,0.072347768,DEU,Schroeder II,0,0,0,5.8064444,5.1,0,14,Free Democratic Party,54,385,7.7943616,3.376034,0,1,0,0,0.077943616,0,0,1,0,0,0,0,0,0,0,0,0,0
SPD,251,1,1,2002,0.33333334,0.33333334,0.3574276,DEU,Schroeder II,0,1,1,3.5988889,3.3,11,14,Social Democratic Party of Germany,54,385,41.625206,3.376034,0,1,0.33333334,0.78571427,0.41625208,0,0,1,0,0,0,0,0,0,0,0,0,0
SV,11,1,0,2009,0.07692308,0.06666667,0.058101572,NOR,Stoltenberg III,0,1,0,1.4611111,1.2,4,21,Socialist Left Party,9,285,6.5088758,4.0667806,0,0,0.090909094,0.19047619,0.065088756,0,0,0,0,0,0,0,0,0,0,1,0,0
H,30,0,0,2009,0.15384616,0.16666667,0.19188653,NOR,Stoltenberg III,0,0,0,7.7388889,7.7,0,21,Conservative Party,9,285,17.75148,4.0667806,0,0,0.18181819,0,0.17751479,0,0,0,0,0,0,0,0,0,0,1,0,0
FR,41,0,0,2009,0.15384616,0.16666667,0.19191319,NOR,Stoltenberg III,0,0,0,9.2444444,9.4,0,21,Progress Party,9,285,24.260355,4.0667806,0,0,0.18181819,0,0.24260356,0,0,0,0,0,0,0,0,0,0,1,0,0
V,2,0,0,2009,0,0,0.010674647,NOR,Stoltenberg III,0,0,0,4.7,4,0,21,Liberal Party of Norway,9,285,1.183432,4.0667806,0,0,0,0,0.01183432,0,0,0,0,0,0,0,0,0,0,1,0,0
KRF,10,0,0,2009,0.07692308,0.06666667,0.051007278,NOR,Stoltenberg III,0,0,0,6.1333333,6.1,0,21,Christian Democratic Party,9,285,5.9171596,4.0667806,0,0,0.090909094,0,0.059171598,0,0,0,0,0,0,0,0,0,0,1,0,0
DNA,64,1,1,2009,0.46153846,0.46666667,0.43794692,NOR,Stoltenberg III,0,1,1,3.2388889,3,12,21,Norwegian Labour Party,9,285,37.869823,4.0667806,0,0,0.36363637,0.5714286,0.37869823,0,0,0,0,0,0,0,0,0,0,1,0,0
SP,11,1,0,2009,0.07692308,0.06666667,0.058469865,NOR,Stoltenberg III,0,1,0,5.3055556,5.8,5,21,Centre Party,9,285,6.5088758,4.0667806,0,0,0.090909094,0.23809524,0.065088756,0,0,0,0,0,0,0,0,0,0,1,0,0
F,7,1,0,2007,0.16666667,0.16666667,0.12627737,ISL,Haarde II,0,0,0,3.8888889,,0,12,Progressive Party,56,265,11.111111,3.6246576,0,0,0.2,0,0.11111111,0,0,0,0,0,0,1,0,0,0,0,0,0
SAM,18,0,0,2007,0.16666667,0.16666667,0.19467886,ISL,Haarde II,0,1,0,4.2982458,,6,12,Social Democratic Alliance,56,265,28.571428,3.6246576,0,0,0.2,0.5,0.2857143,0,0,0,0,0,0,1,0,0,0,0,0,0
FF,4,0,0,2007,0,0,0.038327836,ISL,Haarde II,0,0,0,5.5980863,,0,12,Liberal Party,56,265,6.3492064,3.6246576,0,0,0,0,0.063492067,0,0,0,0,0,0,1,0,0,0,0,0,0
SJ,25,1,1,2007,0.5,0.5,0.45831084,ISL,Haarde II,0,1,1,6.9444444,,6,12,Independence Party,56,265,39.682541,3.6246576,0,0,0.40000001,0.5,0.3968254,0,0,0,0,0,0,1,0,0,0,0,0,0
GRAEN,9,0,0,2007,0.16666667,0.16666667,0.1824051,ISL,Haarde II,0,0,0,1.4473684,,0,12,Left-Green Movement,56,265,14.285714,3.6246576,0,0,0.2,0,0.14285715,0,0,0,0,0,0,1,0,0,0,0,0,0
SP,28,1,0,1991,0.13097364,0.13212621,0.13284981,BEL,Martens IX,1,1,0,3.3017778,2.9,5,21,Socialist Party,64,418,13.207547,8.4133282,0,1,0.13207547,0.23809524,0.13207547,0,1,0,0,0,0,0,0,0,0,0,0,0
PRL,20,0,0,1991,0.092112176,0.091144964,0.090996541,BEL,Martens IX,1,0,0,6.8551111,7.6,0,21,Liberal Reformist Party,64,418,9.4339619,8.4133282,0,1,0.094339624,0,0.094339624,0,1,0,0,0,0,0,0,0,0,0,0,0
ROSSEM,3,0,0,1991,0.014809369,0.013980464,0.012980897,BEL,Martens IX,1,0,0,,,0,21,Radical Reformers Fighting for an Upright Society,64,418,1.4150944,8.4133282,0,1,0.014150944,0,0.014150944,0,1,0,0,0,0,0,0,0,0,0,0,0
PS,35,1,0,1991,0.16794455,0.17148407,0.17275754,BEL,Martens IX,1,1,0,3.1588889,2.5,5,21,Francophone Socialist Party,64,418,16.509434,8.4133282,0,1,0.16509435,0.23809524,0.16509435,0,1,0,0,0,0,0,0,0,0,0,0,0
VU,10,0,0,1991,0.045478415,0.044139195,0.044098627,BEL,Martens IX,1,0,0,6.4292222,6.8,0,21,People's Union,64,418,4.7169809,8.4133282,0,1,0.047169812,0,0.047169812,0,1,0,0,0,0,0,0,0,0,0,0,0
FDF,3,0,0,1991,0.014809369,0.013980464,0.01295125,BEL,Martens IX,1,0,0,6.1259259,5.6,0,21,Francophone Democratic Front,64,418,1.4150944,8.4133282,0,1,0.014150944,0,0.014150944,0,1,0,0,0,0,0,0,0,0,0,0,0
PSC,18,1,0,1991,0.079928577,0.079131976,0.080266677,BEL,Martens IX,1,1,0,5.5811111,6.3,4,21,Francophone Christian Social Party,64,418,8.4905663,8.4133282,0,1,0.084905662,0.19047619,0.084905662,0,1,0,0,0,0,0,0,0,0,0,0,0
FN,1,0,0,1991,0.005146518,0.004745255,0.005078235,BEL,Martens IX,1,0,0,9.8888893,,0,21,National Front,64,418,0.47169811,8.4133282,0,1,0.004716981,0,0.004716981,0,1,0,0,0,0,0,0,0,0,0,0,0
PVV,26,0,0,1991,0.12047054,0.12209735,0.12183819,BEL,Martens IX,1,0,0,6.9802778,7.8,0,21,Party of Liberty and Progress,64,418,12.264151,8.4133282,0,1,0.12264151,0,0.12264151,0,1,0,0,0,0,0,0,0,0,0,0,0
ECOLO,10,0,0,1991,0.045478415,0.044139195,0.044037446,BEL,Martens IX,1,0,0,2.9113333,4.5,0,21,Confederated ecologists for the organisation of original struggles,64,418,4.7169809,8.4133282,0,1,0.047169812,0,0.047169812,0,1,0,0,0,0,0,0,0,0,0,0,0
AGL-GR,7,0,0,1991,0.030984139,0.030538905,0.030457465,BEL,Martens IX,1,0,0,2.8282222,4.5,0,21,Agalev -- Groen,64,418,3.3018868,8.4133282,0,1,0.033018868,0,0.033018868,0,1,0,0,0,0,0,0,0,0,0,0,0
VB,12,0,0,1991,0.055981517,0.054564878,0.053477675,BEL,Martens IX,1,0,0,9.7272223,9.8,0,21,Flemish Block,64,418,5.6603775,8.4133282,0,1,0.056603774,0,0.056603774,0,1,0,0,0,0,0,0,0,0,0,0,0
CVP,39,1,1,1991,0.19588278,0.19792707,0.19820966,BEL,Martens IX,1,1,1,5.7286666,5.8,7,21,Flemish Christian Peoples Party,64,418,18.396227,8.4133282,0,1,0.18396227,0.33333334,0.18396227,0,1,0,0,0,0,0,0,0,0,0,0,0
FR,10,0,0,1993,0.07692308,0.06666667,0.050821941,NOR,Brundtland IV,0,0,0,9.2444444,9.4,0,20,Progress Party,9,404,6.060606,4.0411162,1,0,0.090909094,0,0.060606062,0,0,0,0,0,0,0,0,0,0,1,0,0
DNA,67,0,0,1993,0.46153846,0.46666667,0.50049031,NOR,Brundtland IV,0,1,1,3.2388889,3,20,20,Norwegian Labour Party,9,404,40.60606,4.0411162,1,0,0.36363637,1,0.40606061,0,0,0,0,0,0,0,0,0,0,1,0,0
SV,13,0,0,1993,0.07692308,0.06666667,0.071833409,NOR,Brundtland IV,0,0,0,1.4611111,1.2,0,20,Socialist Left Party,9,404,7.878788,4.0411162,1,0,0.090909094,0,0.078787878,0,0,0,0,0,0,0,0,0,0,1,0,0
V,1,0,0,1993,0,0,0.005403388,NOR,Brundtland IV,0,0,0,4.7,4,0,20,Liberal Party of Norway,9,404,0.60606062,4.0411162,1,0,0,0,0.006060606,0,0,0,0,0,0,0,0,0,0,1,0,0
KRF,13,1,0,1993,0.07692308,0.06666667,0.071759611,NOR,Brundtland IV,0,0,0,6.1333333,6.1,0,20,Christian Democratic Party,9,404,7.878788,4.0411162,1,0,0.090909094,0,0.078787878,0,0,0,0,0,0,0,0,0,0,1,0,0
SP,32,1,0,1993,0.15384616,0.16666667,0.14703733,NOR,Brundtland IV,0,0,0,5.3055556,5.8,0,20,Centre Party,9,404,19.39394,4.0411162,1,0,0.18181819,0,0.19393939,0,0,0,0,0,0,0,0,0,0,1,0,0
H,28,1,1,1993,0.15384616,0.16666667,0.14703733,NOR,Brundtland IV,0,0,0,7.7388889,7.7,0,20,Conservative Party,9,404,16.969696,4.0411162,1,0,0.18181819,0,0.16969697,0,0,0,0,0,0,0,0,0,0,1,0,0
RV,1,0,0,1993,0,0,0.0056167,NOR,Brundtland IV,0,0,0,0.36666667,,0,20,Red Electoral Alliance,9,404,0.60606062,4.0411162,1,0,0,0,0.006060606,0,0,0,0,0,0,0,0,0,0,1,0,0
OVP,66,1,1,2006,0.2857143,0.30000001,0.28763956,AUT,Gusenbauer,0,1,0,6.3666666,5.8,8,15,Austrian People's Party,59,197,36.065575,3.3789728,0,1,0.2857143,0.53333336,0.36065573,1,0,0,0,0,0,0,0,0,0,0,0,0
FPO,21,0,0,2006,0.14285715,0.13333334,0.14057094,AUT,Gusenbauer,0,0,0,8.2955556,6.8,0,15,Freedom Party of Austria,59,197,11.47541,3.3789728,0,1,0.14285715,0,0.1147541,1,0,0,0,0,0,0,0,0,0,0,0,0
BZO,7,0,0,2006,0.14285715,0.13333334,0.1039996,AUT,Gusenbauer,0,0,0,8.83,,0,15,Alliance for the Future of Austria,59,197,3.8251367,3.3789728,0,1,0.14285715,0,0.038251366,1,0,0,0,0,0,0,0,0,0,0,0,0
GRUENE,21,0,0,2006,0.14285715,0.13333334,0.1407626,AUT,Gusenbauer,0,0,0,2.4916667,,0,15,The Greens -- The Green Alternative,59,197,11.47541,3.3789728,0,1,0.14285715,0,0.1147541,1,0,0,0,0,0,0,0,0,0,0,0,0
SPO,68,0,0,2006,0.2857143,0.30000001,0.32702729,AUT,Gusenbauer,0,1,1,3.6593333,3,7,15,Social Democratic Party of Austria,59,197,37.15847,3.3789728,0,1,0.2857143,0.46666667,0.37158471,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAP,13,1,0,2009,0.10869565,0.11666667,0.1256641,LUX,Juncker IV,0,1,0,3.9473684,,7,25,Luxembourg Socialist Workers' Party,7,172,21.666666,3.6290324,0,0,0.15000001,0.28,0.21666667,0,0,0,0,0,0,0,0,1,0,0,0,0
DL,1,0,0,2009,0.021739131,0.016666668,0.011602173,LUX,Juncker IV,0,0,0,0.87719302,,0,25,The Left,7,172,1.6666666,3.6290324,0,0,0.050000001,0,0.016666668,0,0,0,0,0,0,0,0,1,0,0,0,0
DP,9,0,0,2009,0.10869565,0.11666667,0.12548412,LUX,Juncker IV,0,0,0,7.3684211,,0,25,Democratic Party,7,172,15,3.6290324,0,0,0.15000001,0,0.15000001,0,0,0,0,0,0,0,0,1,0,0,0,0
CSV,26,1,1,2009,0.5869565,0.56666666,0.55901241,LUX,Juncker IV,0,1,1,6.7105263,,18,25,Christian Social People's Party,7,172,43.333332,3.6290324,0,0,0.40000001,0.72000003,0.43333334,0,0,0,0,0,0,0,0,1,0,0,0,0
ADR,4,0,0,2009,0.065217391,0.06666667,0.056652669,LUX,Juncker IV,0,0,0,6.3157895,,0,25,Alternative Democratic Reform Party,7,172,6.6666665,3.6290324,0,0,0.1,0,0.06666667,0,0,0,0,0,0,0,0,1,0,0,0,0
GRENG,7,0,0,2009,0.10869565,0.11666667,0.1215845,LUX,Juncker IV,0,0,0,1.5789474,,0,25,The Greens,7,172,11.666667,3.6290324,0,0,0.15000001,0,0.11666667,0,0,0,0,0,0,0,0,1,0,0,0,0
RKP-SFP,12,1,0,1987,0.023696681,0.027777778,0.031992238,FIN,Holkeri I,0,1,0,6.3257778,6.1,2,15,Swedish Peoples Party,67,527,6,4.9480457,0,0,0.060606062,0.13333334,0.060301509,0,0,0,0,1,0,0,0,0,0,0,0,0
SP-P,9,1,0,1987,0.023696681,0.027777778,0.029370237,FIN,Holkeri I,0,1,0,6.3916667,5.8,1,15,Finnish Party -- True Finns,67,527,4.5,4.9480457,0,0,0.060606062,0.06666667,0.045226131,0,0,0,0,1,0,0,0,0,0,0,0,0
SKDL,16,0,0,1987,0.023696681,0.027777778,0.03237934,FIN,Holkeri I,0,0,0,2.1275,1.8,0,15,Finish People's Democratic Union,67,527,8,4.9480457,0,0,0.060606062,0,0.080402009,0,0,0,0,1,0,0,0,0,0,0,0,0
KESK,40,1,0,1987,0.27962086,0.25396827,0.24843833,FIN,Holkeri I,0,0,0,5.8053333,5.2,0,15,Centre Party,67,527,20,4.9480457,0,0,0.21212122,0,0.20100503,0,0,0,0,1,0,0,0,0,0,0,0,0
KD,5,0,0,1987,0.014218009,0.015873017,0.017069563,FIN,Holkeri I,0,0,0,7.2257778,6.8,0,15,Finnish Christian Union,67,527,2.5,4.9480457,0,0,0.030303031,0,0.025125628,0,0,0,0,1,0,0,0,0,0,0,0,0
VIHR,4,0,0,1987,0.014218009,0.015873017,0.013332199,FIN,Holkeri I,0,0,0,3.7008333,,0,15,Green League,67,527,2,4.9480457,0,0,0.030303031,0,0.020100502,0,0,0,0,1,0,0,0,0,0,0,0,0
SSDP,56,1,1,1987,0.31753555,0.32539684,0.31930447,FIN,Holkeri I,0,1,0,3.4931111,3,7,15,Social Democratic Party of Finland,67,527,28,4.9480457,0,0,0.27272728,0.46666667,0.28140703,0,0,0,0,1,0,0,0,0,0,0,0,0
KOK,53,0,0,1987,0.28909951,0.28968254,0.2948263,FIN,Holkeri I,0,1,1,7.1597778,7.2,5,15,National Coalition Party,67,527,26.5,4.9480457,0,0,0.24242425,0.33333334,0.26633167,0,0,0,0,1,0,0,0,0,0,0,0,0
DEVA,4,0,0,1987,0.014218009,0.015873017,0.013287322,FIN,Holkeri I,0,0,0,,,0,15,Democratic Alternative,67,527,2,4.9480457,0,0,0.030303031,0,0.020100502,0,0,0,0,1,0,0,0,0,0,0,0,0
FRP,4,0,0,1998,0.022026433,0.019841271,0.021362269,DNK,Rasmussen N IV,0,0,0,9.0063492,8.7,0,20,Progress Party,21,389,2.2346368,4.9195457,1,0,0.02739726,0,0.022857143,0,0,0,1,0,0,0,0,0,0,0,0,0
